,id,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,prompt,completion,matched,check_manually,completion.1,matched.1,check_manually.1,X.1,completion.2,matched.2,check_manually.2,resampled,id_sampleno,match_vote_outcome,vote_gpt
45,54,37,female,primary education,formerly,unemployed and looking for a job,4500,country village,Bihar,Catholic,General,Right / conservative,BJP,complete trust,2,"I am 37 and I am a female. I have a primary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Catholic. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,54_,TRUE,BJP
46,55,38,male,primary education,currently,in paid work,4500,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,2,"I am 38 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,55_,TRUE,BJP
47,56,73,male,lower secondary education,currently,in paid work,15000,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,2,"I am 73 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Based on your description, you likely voted for the",NA,1,"Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,56_,TRUE,BJP
48,57,58,female,primary education,currently,in paid work,4500,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,2,"I am 58 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,57_,TRUE,BJP
49,58,38,male,primary education,never,unemployed and looking for a job,15000,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,2,"I am 38 and I am a male. I have a primary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,58_,TRUE,BJP
50,59,28,male,lower secondary education,currently,in paid work,8000,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,2,"I am 28 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,59_,TRUE,BJP
51,60,21,female,primary education,currently,in paid work,4500,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,4,"I am 21 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,60_,TRUE,BJP
52,61,27,male,lower secondary education,never,unemployed and looking for a job,15000,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,4,"I am 27 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,61_,TRUE,BJP
53,62,31,female,lower secondary education,currently,in paid work,4500,country village,Bihar,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,complete trust,2,"I am 31 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,62_,TRUE,BJP
54,63,48,female,lower secondary education,formerly,unemployed and looking for a job,8000,country village,Bihar,Hindu,Others,Right / conservative,BJP,complete trust,4,"I am 48 and I am a female. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,63_,TRUE,BJP
55,65,31,female,lower secondary education,currently,in paid work,15000,the suburbs,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,4,"I am 31 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,65_,TRUE,BJP
56,66,32,female,lower secondary education,currently,in paid work,8000,town,Bihar,Hindu,Others,Right / conservative,BJP,NA,4,"I am 32 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a town in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,66_,TRUE,BJP
57,67,41,female,no education,currently,in paid work,15000,the suburbs,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,4,"I am 41 and I am a female. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,67_,TRUE,BJP
58,68,31,male,no education,currently,in paid work,8000,country village,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,3,"I am 31 and I am a male. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,68_,TRUE,BJP
