id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
60,"Yes, BJP.",BJP,0,21,female,primary education,currently,in paid work,4500,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,4,2,1,4.07,"I am 21 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
61,"Yes, BJP.",BJP,0,27,male,lower secondary education,never,unemployed and looking for a job,15000,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,4,5,1,0.56,"I am 27 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
62,I voted for BJP.,BJP,0,31,female,lower secondary education,currently,in paid work,4500,country village,Bihar,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,complete trust,2,5,8,0.3,"I am 31 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
63,I likely voted for BJP.,BJP,0,48,female,lower secondary education,formerly,unemployed and looking for a job,8000,country village,Bihar,Hindu,Others,Right / conservative,BJP,complete trust,4,5,1,0.28,"I am 48 and I am a female. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
65,I likely voted for BJP.,BJP,0,31,female,lower secondary education,currently,in paid work,15000,the suburbs,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,4,1,5,0.62,"I am 31 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
66,I likely voted for BJP.,BJP,0,32,female,lower secondary education,currently,in paid work,8000,town,Bihar,Hindu,Others,Right / conservative,BJP,NA,4,1,5,0.4,"I am 32 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a town in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
67,"Yes, likely BJP.",BJP,0,41,female,no education,currently,in paid work,15000,the suburbs,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,4,1,5,2.1,"I am 41 and I am a female. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
68,I likely voted for BJP.,BJP,0,31,male,no education,currently,in paid work,8000,country village,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,3,1,5,2.7,"I am 31 and I am a male. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
69,I likely voted for BJP.,BJP,0,43,male,no education,currently,in paid work,15000,country village,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,NA,4,2,5,2.55,"I am 43 and I am a male. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
70,It's likely you voted for a Third Front party,Third Front,0,33,male,lower secondary education,currently,in paid work,35000,country village,Bihar,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,4,2,1,0.4,"I am 33 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
71,"Yes, BJP.",BJP,0,44,male,primary education,currently,in paid work,8000,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,2,4,6,1.36,"I am 44 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
