"","id","completion","matched","check_manually","Age","Sex","Education","Work","EmploymentStatus","Income","Living","State","Religion","ReligiousCaste","PoliticalAffiliation","Vote","trust","V4","V10","Selfplacement","Weight","prompt","id_sampleno","X","completion.1","matched.1","check_manually.1","X.1","completion.2","matched.2","check_manually.2","resampled"
"44",42,"I likely voted for the Left Front/Communist","Left",0,62,"female","upper secondary education","never","in domestic work",4500,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Far left (communist, etc.)","Left front Parties/Communist Party","trust",3,1,1,0.29,"I am 62 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","42_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",48,"Based on your profile, it is likely that you",NA,1,32,"female","upper secondary education","currently","in paid work",15000,"town","Bihar","Hindu","OBC (Other Backward Classes)","Left / center left","Congress",NA,3,1,5,0.46,"I am 32 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a town in Bihar. Ideologically, I am leaning Left / center left. I identify with Congress. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","48_",10,"I likely voted for Congress.","Congress",0,NA,NA,NA,NA,NA
"46",50,"Yes, BJP.","BJP",0,46,"male","primary education","formerly","unemployed and looking for a job",15000,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",4,5,1,1.71,"I am 46 and I am a male. I have a primary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","50_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",51,"I likely voted for BJP.","BJP",0,35,"male","lower secondary education","currently","in paid work",4500,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",1,2,1,0.27,"I am 35 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","51_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",52,"Yes, BJP.","BJP",0,51,"male","upper secondary education","formerly","unemployed and looking for a job",4500,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",2,5,1,0.25,"I am 51 and I am a male. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","52_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",53,"Yes, BJP.","BJP",0,43,"female","primary education","never","in domestic work",15000,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",4,5,1,1.76,"I am 43 and I am a female. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","53_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",54,"Yes, BJP.","BJP",0,37,"female","primary education","formerly","unemployed and looking for a job",4500,"country village","Bihar","Catholic","General","Right / conservative","BJP","complete trust",2,5,-9,1.18,"I am 37 and I am a female. I have a primary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Catholic. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","54_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",55,"Yes, BJP.","BJP",0,38,"male","primary education","currently","in paid work",4500,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",2,5,-9,1.36,"I am 38 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","55_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",56,"Based on your description, you likely voted for the",NA,1,73,"male","lower secondary education","currently","in paid work",15000,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",2,5,1,0.42,"I am 73 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","56_",11,"Yes, BJP.","BJP",0,NA,NA,NA,NA,NA
"53",57,"I voted for BJP.","BJP",0,58,"female","primary education","currently","in paid work",4500,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",2,5,1,1.42,"I am 58 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","57_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",58,"Yes, BJP.","BJP",0,38,"male","primary education","never","unemployed and looking for a job",15000,"country village","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","complete trust",2,5,1,1.89,"I am 38 and I am a male. I have a primary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","58_",NA,NA,NA,NA,NA,NA,NA,NA,NA
